,Member ID,Restaurant ID,Restaurant Latitude,Restaurant Longitude,Restaurant Name,Restaurant Address
0,47875,225334,36.3580318,127.3511759,태평소국밥,대전시 유성구 봉명동 676-3
1,47875,280822,36.3579073,127.3472743,르뺑 99-1,대전시 유성구 봉명동 650
2,47875,261274,36.3590826,127.3428726,세븐팩토리모먼트,대전시 유성구 봉명동 604-2
3,47875,37370,36.3619806,127.3529817,누오보나폴리,대전시 유성구 궁동 406-10
4,47875,189257,36.3618383,127.3523632,순정닭발,대전시 유성구 궁동 406-15
0,3187,284411,36.3505544,127.3769908,미즈컨테이너,대전시 서구 둔산동 1050
1,3187,36728,36.3694773,127.3814472,만년애한우,대전시 서구 만년동 306
2,3187,165305,36.36285782,127.34916687,상하이양꼬치,대전시 유성구 궁동 397-8
3,3187,193024,36.3275433,127.4268212,성심당케익부띠끄,대전시 중구 은행동 153
4,3187,188235,36.3518803,127.3757299,모모가든,대전시 서구 둔산동 1081
5,17711,16860,36.3654208,127.3799885,스시호산,대전시 서구 만년동 282
6,17711,37119,36.3544901,127.3806039,보끄미,대전시 서구 둔산동 1352
7,17711,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
8,17711,190459,36.37235954,127.34042181,카페희스밀,대전시 유성구 죽동 728-2
9,17711,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
10,17916,165408,36.3848226,127.3770553,코너스톤에이치,대전시 유성구 도룡동 393-16
11,17916,37004,36.3507216,127.3816996,모두자리,대전시 서구 둔산동 1181
12,17916,16878,36.3628948,127.3512433,더초콜릿,대전시 유성구 궁동 403-2
13,17916,236941,36.34727958,127.34114587,기린더매운갈비찜,대전시 유성구 봉명동 1031-7
14,17916,16882,36.36561678,127.33602902,바질리코,대전시 유성구 장대동 307-13
15,24189,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
16,24189,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
17,24189,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
18,24189,165408,36.3848226,127.3770553,코너스톤에이치,대전시 유성구 도룡동 393-16
19,24189,37045,36.3494126,127.3768032,스시히로바,대전시 서구 둔산동 1110
20,24265,16886,36.4160343,127.3841797,산골묵집,대전시 유성구 관평동 554
21,24265,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
22,24265,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
23,24265,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
24,24265,37616,36.42486191,127.3894577,봉추찜닭,대전시 유성구 관평동 936
25,26788,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
26,26788,37004,36.3507216,127.3816996,모두자리,대전시 서구 둔산동 1181
27,26788,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
28,26788,194221,36.3555776,127.3807823,매드포갈릭,대전시 서구 둔산동 1346
29,26788,236941,36.34727958,127.34114587,기린더매운갈비찜,대전시 유성구 봉명동 1031-7
30,47328,16854,36.34996760000001,127.388276,대선칼국수,대전시 서구 둔산동 1440
31,47328,186044,36.3519295,127.3890243,빨봉분식,대전시 서구 둔산동 1459
32,47328,186015,36.3532937,127.3879396,칼국수를만드는사람들,대전시 서구 둔산동 1396
33,47328,36823,36.3481139,127.37815259999998,마마러브파이,대전시 서구 둔산동 1129
34,47328,36639,36.3461044,127.3888768,미세노센세,대전시 서구 탄방동 757
35,54011,16854,36.34996760000001,127.388276,대선칼국수,대전시 서구 둔산동 1440
36,54011,189504,36.34614563,127.38542938,더브리티쉬팬트리,대전시 서구 탄방동 660
37,54011,194221,36.3555776,127.3807823,매드포갈릭,대전시 서구 둔산동 1346
38,54011,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
39,54011,218251,36.354486,127.3443323,어선재,대전시 유성구 봉명동 549-1
40,111273,16886,36.4160343,127.3841797,산골묵집,대전시 유성구 관평동 554
41,111273,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
42,111273,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
43,111273,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
44,111273,37616,36.42486191,127.3894577,봉추찜닭,대전시 유성구 관평동 936
45,113840,284411,36.3505544,127.3769908,미즈컨테이너,대전시 서구 둔산동 1050
46,113840,36728,36.3694773,127.3814472,만년애한우,대전시 서구 만년동 306
47,113840,165305,36.36285782,127.34916687,상하이양꼬치,대전시 유성구 궁동 397-8
48,113840,193024,36.3275433,127.4268212,성심당케익부띠끄,대전시 중구 은행동 153
49,113840,188235,36.3518803,127.3757299,모모가든,대전시 서구 둔산동 1081
50,145360,16886,36.4160343,127.3841797,산골묵집,대전시 유성구 관평동 554
51,145360,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
52,145360,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
53,145360,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
54,145360,37616,36.42486191,127.3894577,봉추찜닭,대전시 유성구 관평동 936
55,189795,16886,36.4160343,127.3841797,산골묵집,대전시 유성구 관평동 554
56,189795,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
57,189795,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
58,189795,37616,36.42486191,127.3894577,봉추찜닭,대전시 유성구 관평동 936
59,189795,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
60,240081,16860,36.3654208,127.3799885,스시호산,대전시 서구 만년동 282
61,240081,37119,36.3544901,127.3806039,보끄미,대전시 서구 둔산동 1352
62,240081,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
63,240081,190459,36.37235954,127.34042181,카페희스밀,대전시 유성구 죽동 728-2
64,240081,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
65,294426,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
66,294426,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
67,294426,36658,36.3657745,127.3819936,일등석갈비,대전시 서구 만년동 358
68,294426,165408,36.3848226,127.3770553,코너스톤에이치,대전시 유성구 도룡동 393-16
69,294426,37045,36.3494126,127.3768032,스시히로바,대전시 서구 둔산동 1110
70,304926,16854,36.34996760000001,127.388276,대선칼국수,대전시 서구 둔산동 1440
71,304926,189504,36.34614563,127.38542938,더브리티쉬팬트리,대전시 서구 탄방동 660
72,304926,194221,36.3555776,127.3807823,매드포갈릭,대전시 서구 둔산동 1346
73,304926,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
74,304926,218251,36.354486,127.3443323,어선재,대전시 유성구 봉명동 549-1
75,317917,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
76,317917,37004,36.3507216,127.3816996,모두자리,대전시 서구 둔산동 1181
77,317917,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
78,317917,194221,36.3555776,127.3807823,매드포갈릭,대전시 서구 둔산동 1346
79,317917,236941,36.34727958,127.34114587,기린더매운갈비찜,대전시 유성구 봉명동 1031-7
80,379403,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
81,379403,37004,36.3507216,127.3816996,모두자리,대전시 서구 둔산동 1181
82,379403,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
83,379403,194221,36.3555776,127.3807823,매드포갈릭,대전시 서구 둔산동 1346
84,379403,236941,36.34727958,127.34114587,기린더매운갈비찜,대전시 유성구 봉명동 1031-7
85,549004,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
86,549004,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
87,549004,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
88,549004,165408,36.3848226,127.3770553,코너스톤에이치,대전시 유성구 도룡동 393-16
89,549004,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
90,579518,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
91,579518,219556,36.34093950000001,127.38927920000002,성심당,대전시 서구 괴정동 423-1
92,579518,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
93,579518,165408,36.3848226,127.3770553,코너스톤에이치,대전시 유성구 도룡동 393-16
94,579518,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
95,605910,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
96,605910,37004,36.3507216,127.3816996,모두자리,대전시 서구 둔산동 1181
97,605910,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
98,605910,194221,36.3555776,127.3807823,매드포갈릭,대전시 서구 둔산동 1346
99,605910,236941,36.34727958,127.34114587,기린더매운갈비찜,대전시 유성구 봉명동 1031-7
100,694380,37716,36.347361600000006,127.2919388,다미원,대전시 유성구 덕명동 181-1
101,694380,35607,36.35564804,127.42814636,레시피제과,대전시 대덕구 중리동 245-21
102,694380,37358,36.35575481,127.33713639,제이부페,대전시 유성구 봉명동 469-46
103,694380,165408,36.3848226,127.3770553,코너스톤에이치,대전시 유성구 도룡동 393-16
104,694380,37616,36.42486191,127.3894577,봉추찜닭,대전시 유성구 관평동 936
0,10516,188064,36.3669343,127.3805571,베스타,대전시 서구 만년동 339
1,10516,192034,36.3748794,127.3199557,인생극장,대전시 유성구 지족동 911-6
2,10516,36789,36.3505898,127.3881261,서가앤쿡,대전시 서구 둔산동 1448
3,10516,35606,36.3592648,127.4265946,오문창순대국밥,대전시 대덕구 중리동 203-2
4,10516,203686,36.3267667,127.4275582,팬텀팬스테이크,대전시 중구 은행동 162-2
5,25988,221137,36.33182952,127.43354821,성심당,대전시 동구 정동 1-1
6,25988,193024,36.3275433,127.4268212,성심당케익부띠끄,대전시 중구 은행동 153
7,25988,164111,36.32264709,127.41099548,교원파닭,대전시 중구 오류동 152-7
8,25988,188233,36.353419,127.3777997,이태리국시,대전시 서구 둔산동 1008
9,25988,37834,36.36299896,127.35623932,라라랄라,대전시 유성구 어은동 108-3
10,27915,36789,36.3505898,127.3881261,서가앤쿡,대전시 서구 둔산동 1448
11,27915,36655,36.3547365,127.3799811,인디,대전시 서구 둔산동 1369
12,27915,16836,36.3321432,127.428757,금성삼계탕,대전시 동구 중동 32-14
13,27915,16920,36.32587520000001,127.4247025,진로집,대전시 중구 대흥동 314-1
14,27915,165325,36.3628934,127.3489831,앨버트,대전시 유성구 궁동 397-9
15,28814,36665,36.34291508,127.38813912,풍전삼계탕,대전시 서구 탄방동 681
16,28814,193864,36.3632658,127.3580625,디에떼에스프레소,대전시 유성구 어은동 113-13
17,28814,221910,36.29709625,127.33823395,펄스맥,대전시 서구 관저동 1537
18,28814,198454,36.3739132,127.32018,하남돼지집,대전시 유성구 지족동 907-23
19,28814,189740,36.35599600000001,127.4443647,미루손짜장,대전시 대덕구 송촌동 564-10
20,55771,36634,36.34955215,127.37825012,모루,대전시 서구 둔산동 1201
21,55771,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
22,55771,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
23,55771,259588,36.3243171,127.425126,하이드아웃,대전시 중구 대흥동 454-1
24,55771,36632,36.35633087,127.38907623,애슐리,대전시 서구 둔산동 1380-2
25,92347,36784,36.3541335,127.3754735,로보쿡,대전시 서구 둔산동 970
26,92347,37379,36.3623443,127.3578708,플레이버거,대전시 유성구 어은동 115-4
27,92347,36671,36.3674845,127.3825631,설악칡냉면,대전시 서구 만년동 385
28,92347,16906,36.3285892,127.423591,광천식당,대전시 중구 선화동 52-2
29,92347,192946,36.3607473,127.3502876,와플몽,대전시 유성구 궁동 424-1
30,180342,164569,36.3070321,127.3690972,우리밀만두,대전시 서구 정림동 8-61
31,180342,193864,36.3632658,127.3580625,디에떼에스프레소,대전시 유성구 어은동 113-13
32,180342,36665,36.34291508,127.38813912,풍전삼계탕,대전시 서구 탄방동 681
33,180342,198454,36.3739132,127.32018,하남돼지집,대전시 유성구 지족동 907-23
34,180342,221910,36.29709625,127.33823395,펄스맥,대전시 서구 관저동 1537
35,184921,164569,36.3070321,127.3690972,우리밀만두,대전시 서구 정림동 8-61
36,184921,198454,36.3739132,127.32018,하남돼지집,대전시 유성구 지족동 907-23
37,184921,36665,36.34291508,127.38813912,풍전삼계탕,대전시 서구 탄방동 681
38,184921,193864,36.3632658,127.3580625,디에떼에스프레소,대전시 유성구 어은동 113-13
39,184921,189740,36.35599600000001,127.4443647,미루손짜장,대전시 대덕구 송촌동 564-10
40,298066,36789,36.3505898,127.3881261,서가앤쿡,대전시 서구 둔산동 1448
41,298066,36655,36.3547365,127.3799811,인디,대전시 서구 둔산동 1369
42,298066,16836,36.3321432,127.428757,금성삼계탕,대전시 동구 중동 32-14
43,298066,16920,36.32587520000001,127.4247025,진로집,대전시 중구 대흥동 314-1
44,298066,165325,36.3628934,127.3489831,앨버트,대전시 유성구 궁동 397-9
45,329090,16848,36.333851,127.4293622,태화장,대전시 동구 정동 36-32
46,329090,36823,36.3481139,127.37815259999998,마마러브파이,대전시 서구 둔산동 1129
47,329090,189576,36.362987,127.3570346,콜마르브레드,대전시 유성구 어은동 110-9
48,329090,37559,36.36310196,127.35644531,비바돈까스,대전시 유성구 어은동 108-5
49,329090,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
50,389393,36784,36.3541335,127.3754735,로보쿡,대전시 서구 둔산동 970
51,389393,37379,36.3623443,127.3578708,플레이버거,대전시 유성구 어은동 115-4
52,389393,36671,36.3674845,127.3825631,설악칡냉면,대전시 서구 만년동 385
53,389393,16906,36.3285892,127.423591,광천식당,대전시 중구 선화동 52-2
54,389393,192946,36.3607473,127.3502876,와플몽,대전시 유성구 궁동 424-1
55,407456,36634,36.34955215,127.37825012,모루,대전시 서구 둔산동 1201
56,407456,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
57,407456,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
58,407456,259588,36.3243171,127.425126,하이드아웃,대전시 중구 대흥동 454-1
59,407456,36632,36.35633087,127.38907623,애슐리,대전시 서구 둔산동 1380-2
60,440510,36634,36.34955215,127.37825012,모루,대전시 서구 둔산동 1201
61,440510,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
62,440510,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
63,440510,259588,36.3243171,127.425126,하이드아웃,대전시 중구 대흥동 454-1
64,440510,36632,36.35633087,127.38907623,애슐리,대전시 서구 둔산동 1380-2
65,542643,36634,36.34955215,127.37825012,모루,대전시 서구 둔산동 1201
66,542643,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
67,542643,186045,36.42627335,127.38977814,이비가짬뽕,대전시 유성구 관평동 812
68,542643,259588,36.3243171,127.425126,하이드아웃,대전시 중구 대흥동 454-1
69,542643,36632,36.35633087,127.38907623,애슐리,대전시 서구 둔산동 1380-2
70,567494,188064,36.3669343,127.3805571,베스타,대전시 서구 만년동 339
71,567494,192034,36.3748794,127.3199557,인생극장,대전시 유성구 지족동 911-6
72,567494,36789,36.3505898,127.3881261,서가앤쿡,대전시 서구 둔산동 1448
73,567494,35606,36.3592648,127.4265946,오문창순대국밥,대전시 대덕구 중리동 203-2
74,567494,203686,36.3267667,127.4275582,팬텀팬스테이크,대전시 중구 은행동 162-2
0,23618,188202,36.3630884,127.3577393,베리신주쿠,대전시 유성구 어은동 113-16
1,23618,37403,36.40061395,127.39731711,챠오,대전시 유성구 전민동 297-10
2,23618,191380,36.33227921,127.45598602,피스앤피스,대전시 동구 용운동 681
3,23618,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
4,23618,190023,36.36198044,127.35166931,충만치킨,대전시 유성구 궁동 406-1
5,46495,37364,36.35941773,127.34452796,스바라시라멘,대전시 유성구 봉명동 611-1
6,46495,37640,36.42608660000001,127.3912156,스바라시라멘,대전시 유성구 관평동 943
7,46495,194071,36.3631667,127.3575179,동해참치,대전시 유성구 어은동 113
8,46495,252056,36.3526428,127.3465321,부연부,대전시 유성구 봉명동 543-17
9,46495,37479,36.3579734,127.3387543,스시안,대전시 유성구 장대동 370-13
10,49511,37479,36.3579734,127.3387543,스시안,대전시 유성구 장대동 370-13
11,49511,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
12,49511,37364,36.35941773,127.34452796,스바라시라멘,대전시 유성구 봉명동 611-1
13,49511,248875,36.413244,127.404972,시타라,대전시 유성구 탑립동 793
14,49511,37640,36.42608660000001,127.3912156,스바라시라멘,대전시 유성구 관평동 943
15,136675,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
16,136675,37640,36.42608660000001,127.3912156,스바라시라멘,대전시 유성구 관평동 943
17,136675,37479,36.3579734,127.3387543,스시안,대전시 유성구 장대동 370-13
18,136675,248875,36.413244,127.404972,시타라,대전시 유성구 탑립동 793
19,136675,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
20,202502,188202,36.3630884,127.3577393,베리신주쿠,대전시 유성구 어은동 113-16
21,202502,37403,36.40061395,127.39731711,챠오,대전시 유성구 전민동 297-10
22,202502,191380,36.33227921,127.45598602,피스앤피스,대전시 동구 용운동 681
23,202502,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
24,202502,190023,36.36198044,127.35166931,충만치킨,대전시 유성구 궁동 406-1
25,456341,248875,36.413244,127.404972,시타라,대전시 유성구 탑립동 793
26,456341,252056,36.3526428,127.3465321,부연부,대전시 유성구 봉명동 543-17
27,456341,37479,36.3579734,127.3387543,스시안,대전시 유성구 장대동 370-13
28,456341,37364,36.35941773,127.34452796,스바라시라멘,대전시 유성구 봉명동 611-1
29,456341,37640,36.42608660000001,127.3912156,스바라시라멘,대전시 유성구 관평동 943
30,512704,35606,36.3592648,127.4265946,오문창순대국밥,대전시 대덕구 중리동 203-2
31,512704,36618,36.3548699,127.3778072,플레져,대전시 서구 둔산동 1001
32,512704,37393,36.36048889,127.34056854,이비가짬뽕,대전시 유성구 궁동 462-12
33,512704,236188,36.35097920000001,127.38862759999998,리골레토시카고피자,대전시 서구 둔산동 1452
34,512704,282381,36.3513724,127.3775362,르브레드랩,대전시 서구 둔산동 1039
35,533317,37640,36.42608660000001,127.3912156,스바라시라멘,대전시 유성구 관평동 943
36,533317,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
37,533317,194071,36.3631667,127.3575179,동해참치,대전시 유성구 어은동 113
38,533317,37364,36.35941773,127.34452796,스바라시라멘,대전시 유성구 봉명동 611-1
39,533317,16879,36.36233529999999,127.3481922,동해원,대전시 유성구 궁동 414-5
40,699254,188670,36.3537403,127.3772697,설해돈,대전시 서구 둔산동 993
41,699254,187321,36.3288298,127.4249993,자연별곡,대전시 중구 선화동 3-12
42,699254,190023,36.36198044,127.35166931,충만치킨,대전시 유성구 궁동 406-1
43,699254,188235,36.3518803,127.3757299,모모가든,대전시 서구 둔산동 1081
44,699254,194227,36.3977465,127.4024775,알근이떡볶이,대전시 유성구 전민동 365-2
0,19740,186973,36.3618292,127.3514163,연취,대전시 유성구 궁동 407-9
1,19740,225334,36.3580318,127.3511759,태평소국밥,대전시 유성구 봉명동 676-3
2,19740,195370,36.32761765,127.42700958,쿠우쿠우,대전시 중구 은행동 152
3,19740,197723,36.3986911,127.4034109,한방삼계탕,대전시 유성구 전민동 332-3
4,19740,272218,36.37420766,127.32128933,타이스토리,대전시 유성구 지족동 918-5
5,54607,216644,36.32349396,127.37865448,송원한우마을,대전시 서구 변동 62-32
6,54607,203040,36.37519221,127.3184227,스시다,대전시 유성구 지족동 901-3
7,54607,36850,36.3620242,127.3769584,바이젠하우스,대전시 서구 월평동 265
8,54607,191419,36.3545207,127.37727340000002,케렌시아,대전시 서구 둔산동 997
9,54607,198418,36.3515851,127.3874213,유달리,대전시 서구 둔산동 1411
10,199425,186973,36.3618292,127.3514163,연취,대전시 유성구 궁동 407-9
11,199425,188347,36.3630257,127.3503086,피자뻬르,대전시 유성구 궁동 400-1
12,199425,189555,36.3504412,127.3783951,리얼케익,대전시 서구 둔산동 1164
13,199425,225334,36.3580318,127.3511759,태평소국밥,대전시 유성구 봉명동 676-3
14,199425,188347,36.3630257,127.3503086,피자뻬르,대전시 유성구 궁동 400-1
15,530546,36747,36.3226822,127.3735441,이모네감자탕,대전시 서구 도마동 34-44
16,530546,37642,36.362887,127.3528367,산타클로스,대전시 유성구 궁동 1-28
17,530546,203189,36.3630985,127.357238,이앨리스,대전시 유성구 어은동 110-4
18,530546,189644,36.35146713,127.42586517,오늘은닭,대전시 대덕구 오정동 223-266
19,530546,193886,36.3630433,127.35821029999998,소소화,대전시 유성구 어은동 114-4
20,593070,191594,36.3547432,127.3423567,비단강숯불장어,대전시 유성구 봉명동 551-16
21,593070,224729,36.3522612,127.3732758,컨트란스,대전시 서구 갈마동 849
22,593070,203138,36.42368698,127.39081573,퀸즈펍,대전시 유성구 관평동 1035
23,593070,275712,36.36085091,127.42855715,스물넷카페,대전시 대덕구 중리동 197-10
24,593070,37514,36.36231770000001,127.3507747,맛존,대전시 유성구 궁동 408-14
25,648211,188347,36.3630257,127.3503086,피자뻬르,대전시 유성구 궁동 400-1
26,648211,188347,36.3630257,127.3503086,피자뻬르,대전시 유성구 궁동 400-1
27,648211,195370,36.32761765,127.42700958,쿠우쿠우,대전시 중구 은행동 152
28,648211,197723,36.3986911,127.4034109,한방삼계탕,대전시 유성구 전민동 332-3
29,648211,272218,36.37420766,127.32128933,타이스토리,대전시 유성구 지족동 918-5
30,694114,203143,36.3528717,127.3782242,코다차야,대전시 서구 둔산동 1014
31,694114,203138,36.42368698,127.39081573,퀸즈펍,대전시 유성구 관평동 1035
32,694114,189641,36.3514666,127.4260712,자연을담은돈까스,대전시 대덕구 오정동 223-268
33,694114,203686,36.3267667,127.4275582,팬텀팬스테이크,대전시 중구 은행동 162-2
34,694114,283327,36.34835579999999,127.37515249999998,카페온기,대전시 서구 갈마동 1032
35,722980,188347,36.3630257,127.3503086,피자뻬르,대전시 유성구 궁동 400-1
36,722980,186973,36.3618292,127.3514163,연취,대전시 유성구 궁동 407-9
37,722980,272218,36.37420766,127.32128933,타이스토리,대전시 유성구 지족동 918-5
38,722980,188347,36.3630257,127.3503086,피자뻬르,대전시 유성구 궁동 400-1
39,722980,189555,36.3504412,127.3783951,리얼케익,대전시 서구 둔산동 1164
0,16282,36850,36.3620242,127.3769584,바이젠하우스,대전시 서구 월평동 265
1,16282,16848,36.333851,127.4293622,태화장,대전시 동구 정동 36-32
2,16282,36697,36.2975972,127.3377959,장마을닷컴,대전시 서구 관저동 1533
3,16282,16915,36.32189941,127.41569519,신촌설렁탕,대전시 중구 문화동 1-182
4,16282,16843,36.2147761,127.4405227,옛터,대전시 동구 하소동 361-1
5,17870,184288,36.3251059,127.42517759999998,느린나무,대전시 중구 대흥동 409-10
6,17870,16843,36.2147761,127.4405227,옛터,대전시 동구 하소동 361-1
7,17870,268693,36.35295486,127.37780135,돈돈정,대전시 서구 둔산동 1010
8,17870,190459,36.37235954,127.34042181,카페희스밀,대전시 유성구 죽동 728-2
9,17870,184285,36.3248436,127.4254319,모모제인,대전시 중구 대흥동 412-1
10,18394,16915,36.32189941,127.41569519,신촌설렁탕,대전시 중구 문화동 1-182
11,18394,184285,36.3248436,127.4254319,모모제인,대전시 중구 대흥동 412-1
12,18394,268693,36.35295486,127.37780135,돈돈정,대전시 서구 둔산동 1010
13,18394,37724,36.3614446,127.3503033,닭섬,대전시 유성구 궁동 425-15
14,18394,250669,36.363154,127.3587232,마쯔미라멘,대전시 유성구 어은동 114-9
15,22570,184288,36.3251059,127.42517759999998,느린나무,대전시 중구 대흥동 409-10
16,22570,16843,36.2147761,127.4405227,옛터,대전시 동구 하소동 361-1
17,22570,268693,36.35295486,127.37780135,돈돈정,대전시 서구 둔산동 1010
18,22570,190459,36.37235954,127.34042181,카페희스밀,대전시 유성구 죽동 728-2
